Book, Chapter, Verse, Gamatria, value
Genesis, 24, 64, 3510, ותשא רבקה את־עיניה ותרא את־יצחק ותפל מעל הגמל
Exodus, 20, 23, 3513, ולא־תעלה במעלת על־מזבחי אשר לא־תגלה ערותך עליו
Deuteronomy, 1, 9, 3514, ואמר אלכם בעת ההוא לאמר לא־אוכל לבדי שאת אתכם
Deuteronomy, 32, 1, 3515, האזינו השמים ואדברה ותשמע הארץ אמרי־פי
Exodus, 25, 25, 3516, ועשית לו מסגרת טפח סביב ועשית זר־זהב למסגרתו סביב
Numbers, 25, 9, 3517, ויהיו המתים במגפה ארבעה ועשרים אלף
Leviticus, 8, 34, 3518, כאשר עשה ביום הזה צוה יהוה לעשת לכפר עליכם
Deuteronomy, 27, 8, 3521, וכתבת על־האבנים את־כל־דברי התורה הזאת באר היטב
Genesis, 27, 5, 3522, ורבקה שמעת בדבר יצחק אל־עשו בנו וילך עשו השדה לצוד ציד להביא
Numbers, 31, 20, 3525, וכל־בגד וכל־כלי־עור וכל־מעשה עזים וכל־כלי־עץ תתחטאו
Deuteronomy, 23, 9, 3525, בנים אשר־יולדו להם דור שלישי יבא להם בקהל יהוה
Numbers, 35, 30, 3528, כל־מכה־נפש לפי עדים ירצח את־הרצח ועד אחד לא־יענה בנפש למות
Leviticus, 24, 7, 3529, ונתת על־המערכת לבנה זכה והיתה ללחם לאזכרה אשה ליהוה
Genesis, 44, 30, 3530, ועתה כבאי אל־עבדך אבי והנער איננו אתנו ונפשו קשורה בנפשו
Leviticus, 15, 28, 3533, ואם־טהרה מזובה וספרה לה שבעת ימים ואחר תטהר
Genesis, 22, 8, 3535, ויאמר אברהם אלהים יראה־לו השה לעלה בני וילכו שניהם יחדו
Genesis, 37, 12, 3535, וילכו אחיו לרעות את־צאן אביהם בשכם
Numbers, 1, 54, 3535, ויעשו בני ישראל ככל אשר צוה יהוה את־משה כן עשו
Numbers, 12, 12, 3535, אל־נא תהי כמת אשר בצאתו מרחם אמו ויאכל חצי בשרו
Genesis, 7, 22, 3536, כל אשר נשמת־רוח חיים באפיו מכל אשר בחרבה מתו
Leviticus, 26, 7, 3536, ורדפתם את־איביכם ונפלו לפניכם לחרב
Genesis, 36, 32, 3539, וימלך באדום בלע בן־בעור ושם עירו דנהבה
Exodus, 12, 20, 3539, כל־מחמצת לא תאכלו בכל מושבתיכם תאכלו מצות
Numbers, 25, 1, 3540, וישב ישראל בשטים ויחל העם לזנות אל־בנות מואב
Numbers, 15, 12, 3541, כמספר אשר תעשו ככה תעשו לאחד כמספרם
Numbers, 28, 16, 3544, ובחדש הראשון בארבעה עשר יום לחדש פסח ליהוה
Numbers, 24, 24, 3545, וצים מיד כתים וענו אשור וענו־עבר וגם־הוא עדי אבד
Numbers, 32, 2, 3548, ויבאו בני־גד ובני ראובן ויאמרו אל־משה ואל־אלעזר הכהן ואל־נשיאי העדה לאמר
Numbers, 35, 12, 3548, והיו לכם הערים למקלט מגאל ולא ימות הרצח עד־עמדו לפני העדה למשפט
Deuteronomy, 4, 44, 3549, וזאת התורה אשר־שם משה לפני בני ישראל
Deuteronomy, 20, 10, 3550, כי־תקרב אל־עיר להלחם עליה וקראת אליה לשלום
Genesis, 38, 23, 3551, ויאמר יהודה תקח־לה פן נהיה לבוז הנה שלחתי הגדי הזה ואתה לא מצאתה
Genesis, 9, 29, 3552, ויהיו כל־ימי־נח תשע מאות שנה וחמשים שנה וימת
Genesis, 18, 33, 3555, וילך יהוה כאשר כלה לדבר אל־אברהם ואברהם שב למקמו
Exodus, 2, 12, 3555, ויפן כה וכה וירא כי אין איש ויך את־המצרי ויטמנהו בחול
Exodus, 21, 8, 3555, אם־רעה בעיני אדניה אשר־לא [לו] יעדה והפדה לעם נכרי לא־ימשל למכרה בבגדו־בה
Deuteronomy, 22, 15, 3555, ולקח אבי הנער [הנערה] ואמה והוציאו את־בתולי הנער [הנערה] אל־זקני העיר השערה
Genesis, 21, 1, 3558, ויהוה פקד את־שרה כאשר אמר ויעש יהוה לשרה כאשר דבר
Exodus, 8, 11, 3558, וירא פרעה כי היתה הרוחה והכבד את־לבו ולא שמע אלהם כאשר דבר יהוה
Exodus, 32, 10, 3559, ועתה הניחה לי ויחר־אפי בהם ואכלם ואעשה אותך לגוי גדול
Deuteronomy, 21, 6, 3559, וכל זקני העיר ההוא הקרבים אל־החלל ירחצו את־ידיהם על־העגלה הערופה בנחל
Exodus, 12, 38, 3560, וגם־ערב רב עלה אתם וצאן ובקר מקנה כבד מאד
Exodus, 17, 11, 3560, והיה כאשר ירים משה ידו וגבר ישראל וכאשר יניח ידו וגבר עמלק
Exodus, 33, 15, 3560, ויאמר אליו אם־אין פניך הלכים אל־תעלנו מזה
Leviticus, 18, 8, 3560, ערות אשת־אביך לא תגלה ערות אביך הוא
Leviticus, 15, 5, 3561, ואיש אשר יגע במשכבו יכבס בגדיו ורחץ במים וטמא עד־הערב
Numbers, 15, 10, 3562, ויין תקריב לנסך חצי ההין אשה ריח־ניחח ליהוה
Numbers, 32, 16, 3562, ויגשו אליו ויאמרו גדרת צאן נבנה למקננו פה וערים לטפנו
Deuteronomy, 6, 5, 3564, ואהבת את יהוה אלהיך בכל־לבבך ובכל־נפשך ובכל־מאדך
Exodus, 31, 4, 3566, לחשב מחשבת לעשות בזהב ובכסף ובנחשת
Exodus, 35, 32, 3566, ולחשב מחשבת לעשת בזהב ובכסף ובנחשת
Exodus, 33, 8, 3567, והיה כצאת משה אל־האהל יקומו כל־העם ונצבו איש פתח אהלו והביטו אחרי משה עד־באו האהלה
Numbers, 16, 12, 3568, וישלח משה לקרא לדתן ולאבירם בני אליאב ויאמרו לא נעלה
Leviticus, 13, 53, 3569, ואם יראה הכהן והנה לא־פשה הנגע בבגד או בשתי או בערב או בכל־כלי־עור
Leviticus, 11, 39, 3570, וכי ימות מן־הבהמה אשר־היא לכם לאכלה הנגע בנבלתה יטמא עד־הערב
Leviticus, 27, 25, 3570, וכל־ערכך יהיה בשקל הקדש עשרים גרה יהיה השקל
Numbers, 23, 22, 3571, אל מוציאם ממצרים כתועפת ראם לו
Leviticus, 7, 26, 3572, וכל־דם לא תאכלו בכל מושבתיכם לעוף ולבהמה
Leviticus, 18, 16, 3572, ערות אשת־אחיך לא תגלה ערות אחיך הוא
Numbers, 30, 14, 3573, כל־נדר וכל־שבעת אסר לענת נפש אישה יקימנו ואישה יפרנו
Leviticus, 16, 20, 3575, וכלה מכפר את־הקדש ואת־אהל מועד ואת־המזבח והקריב את־השעיר החי
Genesis, 29, 12, 3576, ויגד יעקב לרחל כי אחי אביה הוא וכי בן־רבקה הוא ותרץ ותגד לאביה
Numbers, 22, 2, 3576, וירא בלק בן־צפור את כל־אשר־עשה ישראל לאמרי
Exodus, 5, 15, 3577, ויבאו שטרי בני ישראל ויצעקו אל־פרעה לאמר למה תעשה כה לעבדיך
Numbers, 28, 23, 3586, מלבד עלת הבקר אשר לעלת התמיד תעשו את־אלה
Genesis, 49, 33, 3588, ויכל יעקב לצות את־בניו ויאסף רגליו אל־המטה ויגוע ויאסף אל־עמיו
Genesis, 27, 43, 3592, ועתה בני שמע בקלי וקום ברח־לך אל־לבן אחי חרנה
Leviticus, 9, 12, 3592, וישחט את־העלה וימצאו בני אהרן אליו את־הדם ויזרקהו על־המזבח סביב
Genesis, 10, 2, 3595, בני יפת גמר ומגוג ומדי ויון ותבל ומשך ותירס
Numbers, 22, 17, 3595, כי־כבד אכבדך מאד וכל אשר־תאמר אלי אעשה ולכה־נא קבה־לי את העם הזה
Deuteronomy, 6, 13, 3599, את־יהוה אלהיך תירא ואתו תעבד ובשמו תשבע
Numbers, 24, 22, 3601, כי אם־יהיה לבער קין עד־מה אשור תשבך
Exodus, 9, 20, 3604, הירא את־דבר יהוה מעבדי פרעה הניס את־עבדיו ואת־מקנהו אל־הבתים
Leviticus, 13, 11, 3608, צרעת נושנת הוא בעור בשרו וטמאו הכהן לא יסגרנו כי טמא הוא
Genesis, 24, 28, 3609, ותרץ הנער ותגד לבית אמה כדברים האלה
Leviticus, 7, 29, 3609, דבר אל־בני ישראל לאמר המקריב את־זבח שלמיו ליהוה יביא את־קרבנו ליהוה מזבח שלמיו
Genesis, 15, 12, 3611, ויהי השמש לבוא ותרדמה נפלה על־אברם והנה אימה חשכה גדלה נפלת עליו
Exodus, 36, 18, 3612, ויעש קרסי נחשת חמשים לחבר את־האהל להית אחד
Deuteronomy, 15, 13, 3613, וכי־תשלחנו חפשי מעמך לא תשלחנו ריקם
Genesis, 45, 28, 3614, ויאמר ישראל רב עוד־יוסף בני חי אלכה ואראנו בטרם אמות
Numbers, 13, 31, 3614, והאנשים אשר־עלו עמו אמרו לא נוכל לעלות אל־העם כי־חזק הוא ממנו
Genesis, 24, 58, 3615, ויקראו לרבקה ויאמרו אליה התלכי עם־האיש הזה ותאמר אלך
Numbers, 15, 16, 3616, תורה אחת ומשפט אחד יהיה לכם ולגר הגר אתכם
Genesis, 24, 37, 3617, וישבעני אדני לאמר לא־תקח אשה לבני מבנות הכנעני אשר אנכי ישב בארצו
Numbers, 14, 42, 3617, אל־תעלו כי אין יהוה בקרבכם ולא תנגפו לפני איביכם
Leviticus, 19, 30, 3623, את־שבתתי תשמרו ומקדשי תיראו אני יהוה
Leviticus, 26, 2, 3623, את־שבתתי תשמרו ומקדשי תיראו אני יהוה
Leviticus, 8, 36, 3627, ויעש אהרן ובניו את כל־הדברים אשר־צוה יהוה ביד־משה
Genesis, 41, 40, 3628, אתה תהיה על־ביתי ועל־פיך ישק כל־עמי רק הכסא אגדל ממך
Numbers, 26, 6, 3628, לחצרן משפחת החצרוני לכרמי משפחת הכרמי
Genesis, 31, 46, 3631, ויאמר יעקב לאחיו לקטו אבנים ויקחו אבנים ויעשו־גל ויאכלו שם על־הגל
Genesis, 24, 67, 3632, ויבאה יצחק האהלה שרה אמו ויקח את־רבקה ותהי־לו לאשה ויאהבה וינחם יצחק אחרי אמו
Numbers, 21, 11, 3632, ויסעו מאבת ויחנו בעיי העברים במדבר אשר על־פני מואב ממזרח השמש
Genesis, 12, 3, 3633, ואברכה מברכיך ומקללך אאר ונברכו בך כל משפחת האדמה
Genesis, 13, 11, 3634, ויבחר־לו לוט את כל־ככר הירדן ויסע לוט מקדם ויפרדו איש מעל אחיו
Leviticus, 25, 39, 3634, וכי־ימוך אחיך עמך ונמכר־לך לא־תעבד בו עבדת עבד
Leviticus, 17, 6, 3635, וזרק הכהן את־הדם על־מזבח יהוה פתח אהל מועד והקטיר החלב לריח ניחח ליהוה
Leviticus, 6, 7, 3638, וזאת תורת המנחה הקרב אתה בני־אהרן לפני יהוה אל־פני המזבח
Genesis, 33, 8, 3639, ויאמר מי לך כל־המחנה הזה אשר פגשתי ויאמר למצא־חן בעיני אדני
Genesis, 32, 4, 3641, וישלח יעקב מלאכים לפניו אל־עשו אחיו ארצה שעיר שדה אדום
Numbers, 18, 10, 3641, בקדש הקדשים תאכלנו כל־זכר יאכל אתו קדש יהיה־לך
Genesis, 45, 3, 3642, ויאמר יוסף אל־אחיו אני יוסף העוד אבי חי ולא־יכלו אחיו לענות אתו כי נבהלו מפניו
Genesis, 24, 18, 3643, ותאמר שתה אדני ותמהר ותרד כדה על־ידה ותשקהו
Genesis, 26, 12, 3643, ויזרע יצחק בארץ ההוא וימצא בשנה ההוא מאה שערים ויברכהו יהוה
Numbers, 26, 49, 3646, ליצר משפחת היצרי לשלם משפחת השלמי
Numbers, 7, 48, 3647, ביום השביעי נשיא לבני אפרים אלישמע בן־עמיהוד
Numbers, 26, 60, 3648, ויולד לאהרן את־נדב ואת־אביהוא את־אלעזר ואת־איתמר
Genesis, 10, 22, 3649, בני שם עילם ואשור וארפכשד ולוד וארם
Numbers, 32, 25, 3649, ויאמר בני־גד ובני ראובן אל־משה לאמר עבדיך יעשו כאשר אדני מצוה
Genesis, 43, 28, 3650, ויאמרו שלום לעבדך לאבינו עודנו חי ויקדו וישתחו [וישתחוו]
Deuteronomy, 28, 43, 3652, הגר אשר בקרבך יעלה עליך מעלה מעלה ואתה תרד מטה מטה
Leviticus, 15, 32, 3653, זאת תורת הזב ואשר תצא ממנו שכבת־זרע לטמאה־בה
Genesis, 5, 6, 3658, ויחי־שת חמש שנים ומאת שנה ויולד את־אנוש
Genesis, 27, 34, 3660, כשמע עשו את־דברי אביו ויצעק צעקה גדלה ומרה עד־מאד ויאמר לאביו ברכני גם־אני אבי
Numbers, 14, 5, 3660, ויפל משה ואהרן על־פניהם לפני כל־קהל עדת בני ישראל
Numbers, 23, 16, 3660, ויקר יהוה אל־בלעם וישם דבר בפיו ויאמר שוב אל־בלק וכה תדבר
Leviticus, 16, 10, 3662, והשעיר אשר עלה עליו הגורל לעזאזל יעמד־חי לפני יהוה לכפר עליו לשלח אתו לעזאזל המדברה
Numbers, 25, 17, 3664, צרור את־המדינים והכיתם אותם
Exodus, 34, 19, 3666, כל־פטר רחם לי וכל־מקנך תזכר פטר שור ושה
Numbers, 14, 41, 3666, ויאמר משה למה זה אתם עברים את־פי יהוה והוא לא תצלח
Leviticus, 8, 18, 3669, ויקרב את איל העלה ויסמכו אהרן ובניו את־ידיהם על־ראש האיל
Leviticus, 19, 4, 3671, אל־תפנו אל־האלילים ואלהי מסכה לא תעשו לכם אני יהוה אלהיכם
Exodus, 21, 1, 3672, ואלה המשפטים אשר תשים לפניהם
Genesis, 11, 24, 3674, ויחי נחור תשע ועשרים שנה ויולד את־תרח
Exodus, 4, 26, 3674, וירף ממנו אז אמרה חתן דמים למולת
Genesis, 24, 16, 3675, והנער טבת מראה מאד בתולה ואיש לא ידעה ותרד העינה ותמלא כדה ותעל
Genesis, 29, 9, 3676, עודנו מדבר עמם ורחל באה עם־הצאן אשר לאביה כי רעה הוא
Genesis, 7, 16, 3677, והבאים זכר ונקבה מכל־בשר באו כאשר צוה אתו אלהים ויסגר יהוה בעדו
Numbers, 2, 22, 3679, ומטה בנימן ונשיא לבני בנימן אבידן בן־גדעני
Exodus, 30, 35, 3680, ועשית אתה קטרת רקח מעשה רוקח ממלח טהור קדש
Exodus, 39, 42, 3680, ככל אשר־צוה יהוה את־משה כן עשו בני ישראל את כל־העבדה
Genesis, 3, 20, 3684, ויקרא האדם שם אשתו חוה כי הוא היתה אם כל־חי
Exodus, 16, 34, 3684, כאשר צוה יהוה אל־משה ויניחהו אהרן לפני העדת למשמרת
Leviticus, 27, 20, 3684, ואם־לא יגאל את־השדה ואם־מכר את־השדה לאיש אחר לא יגאל עוד
Leviticus, 10, 10, 3685, ולהבדיל בין הקדש ובין החל ובין הטמא ובין הטהור
Leviticus, 16, 3, 3685, בזאת יבא אהרן אל־הקדש בפר בן־בקר לחטאת ואיל לעלה
Deuteronomy, 31, 25, 3686, ויצו משה את־הלוים נשאי ארון ברית־יהוה לאמר
Exodus, 23, 23, 3687, כי־ילך מלאכי לפניך והביאך אל־האמרי והחתי והפרזי והכנעני החוי והיבוסי והכחדתיו
Numbers, 14, 37, 3688, וימתו האנשים מוצאי דבת־הארץ רעה במגפה לפני יהוה
Numbers, 26, 28, 3688, בני יוסף למשפחתם מנשה ואפרים
Numbers, 14, 39, 3689, וידבר משה את־הדברים האלה אל־כל־בני ישראל ויתאבלו העם מאד
Exodus, 22, 15, 3693, וכי־יפתה איש בתולה אשר לא־ארשה ושכב עמה מהר ימהרנה לו לאשה
Exodus, 23, 17, 3693, שלש פעמים בשנה יראה כל־זכורך אל־פני האדן יהוה
Leviticus, 27, 22, 3696, ואם את־שדה מקנתו אשר לא משדה אחזתו יקדיש ליהוה
Numbers, 32, 40, 3696, ויתן משה את־הגלעד למכיר בן־מנשה וישב בה
Genesis, 27, 13, 3699, ותאמר לו אמו עלי קללתך בני אך שמע בקלי ולך קח־לי
Leviticus, 22, 11, 3699, וכהן כי־יקנה נפש קנין כספו הוא יאכל בו ויליד ביתו הם יאכלו בלחמו
Numbers, 3, 17, 3699, ויהיו־אלה בני־לוי בשמתם גרשון וקהת ומררי
Genesis, 26, 32, 3700, ויהי ביום ההוא ויבאו עבדי יצחק ויגדו לו על־אדות הבאר אשר חפרו ויאמרו לו מצאנו מים
Leviticus, 4, 15, 3700, וסמכו זקני העדה את־ידיהם על־ראש הפר לפני יהוה ושחט את־הפר לפני יהוה
Numbers, 15, 22, 3700, וכי תשגו ולא תעשו את כל־המצות האלה אשר־דבר יהוה אל־משה
Leviticus, 25, 7, 3701, ולבהמתך ולחיה אשר בארצך תהיה כל־תבואתה לאכל
Numbers, 34, 25, 3701, ולמטה בני־זבולן נשיא אליצפן בן־פרנך
Numbers, 30, 3, 3702, איש כי־ידר נדר ליהוה או־השבע שבעה לאסר אסר על־נפשו לא יחל דברו ככל־היצא מפיו יעשה
Deuteronomy, 12, 22, 3702, אך כאשר יאכל את־הצבי ואת־האיל כן תאכלנו הטמא והטהור יחדו יאכלנו
Genesis, 24, 17, 3703, וירץ העבד לקראתה ויאמר הגמיאיני נא מעט־מים מכדך
Genesis, 31, 2, 3703, וירא יעקב את־פני לבן והנה איננו עמו כתמול שלשום
Leviticus, 27, 17, 3703, אם־משנת היבל יקדיש שדהו כערכך יקום
Numbers, 30, 16, 3707, ואם־הפר יפר אתם אחרי שמעו ונשא את־עונה
Deuteronomy, 21, 2, 3709, ויצאו זקניך ושפטיך ומדדו אל־הערים אשר סביבת החלל
Exodus, 30, 19, 3711, ורחצו אהרן ובניו ממנו את־ידיהם ואת־רגליהם
Numbers, 20, 25, 3715, קח את־אהרן ואת־אלעזר בנו והעל אתם הר ההר
Leviticus, 13, 50, 3716, וראה הכהן את־הנגע והסגיר את־הנגע שבעת ימים
Exodus, 4, 16, 3717, ודבר־הוא לך אל־העם והיה הוא יהיה־לך לפה ואתה תהיה־לו לאלהים
Deuteronomy, 23, 8, 3719, לא־תתעב אדמי כי אחיך הוא לא־תתעב מצרי כי־גר היית בארצו
Genesis, 5, 15, 3720, ויחי מהללאל חמש שנים וששים שנה ויולד את־ירד
Exodus, 33, 4, 3720, וישמע העם את־הדבר הרע הזה ויתאבלו ולא־שתו איש עדיו עליו
Numbers, 32, 12, 3720, בלתי כלב בן־יפנה הקנזי ויהושע בן־נון כי מלאו אחרי יהוה
Genesis, 16, 9, 3721, ויאמר לה מלאך יהוה שובי אל־גברתך והתעני תחת ידיה
Exodus, 1, 1, 3721, ואלה שמות בני ישראל הבאים מצרימה את יעקב איש וביתו באו
Exodus, 8, 6, 3721, ויאמר למחר ויאמר כדברך למען תדע כי־אין כיהוה אלהינו
Leviticus, 15, 6, 3721, והישב על־הכלי אשר־ישב עליו הזב יכבס בגדיו ורחץ במים וטמא עד־הערב
Leviticus, 22, 20, 3721, כל אשר־בו מום לא תקריבו כי־לא לרצון יהיה לכם
Numbers, 31, 18, 3722, וכל הטף בנשים אשר לא־ידעו משכב זכר החיו לכם
Leviticus, 25, 17, 3723, ולא תונו איש את־עמיתו ויראת מאלהיך כי אני יהוה אלהיכם
Deuteronomy, 28, 2, 3723, ובאו עליך כל־הברכות האלה והשיגך כי תשמע בקול יהוה אלהיך
Genesis, 25, 25, 3726, ויצא הראשון אדמוני כלו כאדרת שער ויקראו שמו עשו
Genesis, 44, 9, 3726, אשר ימצא אתו מעבדיך ומת וגם־אנחנו נהיה לאדני לעבדים
Exodus, 34, 25, 3727, לא־תשחט על־חמץ דם־זבחי ולא־ילין לבקר זבח חג הפסח
Genesis, 2, 12, 3728, וזהב הארץ ההוא טוב שם הבדלח ואבן השהם
Numbers, 23, 21, 3728, לא־הביט און ביעקב ולא־ראה עמל בישראל יהוה אלהיו עמו ותרועת מלך בו
Leviticus, 11, 28, 3729, והנשא את־נבלתם יכבס בגדיו וטמא עד־הערב טמאים המה לכם
Numbers, 23, 23, 3729, כי לא־נחש ביעקב ולא־קסם בישראל כעת יאמר ליעקב ולישראל מה־פעל אל
Numbers, 34, 29, 3729, אלה אשר צוה יהוה לנחל את־בני־ישראל בארץ כנען
Genesis, 24, 54, 3730, ויאכלו וישתו הוא והאנשים אשר־עמו וילינו ויקומו בבקר ויאמר שלחני לאדני
Leviticus, 7, 6, 3730, כל־זכר בכהנים יאכלנו במקום קדוש יאכל קדש קדשים הוא
Genesis, 32, 12, 3731, הצילני נא מיד אחי מיד עשו כי־ירא אנכי אתו פן־יבוא והכני אם על־בנים
Numbers, 13, 4, 3732, ואלה שמותם למטה ראובן שמוע בן־זכור
Deuteronomy, 28, 6, 3732, ברוך אתה בבאך וברוך אתה בצאתך
Genesis, 10, 18, 3735, ואת־הארודי ואת־הצמרי ואת־החמתי ואחר נפצו משפחות הכנעני
Exodus, 22, 1, 3735, אם־במחתרת ימצא הגנב והכה ומת אין לו דמים
Leviticus, 11, 18, 3735, ואת־התנשמת ואת־הקאת ואת־הרחם
Numbers, 31, 45, 3736, וחמרים שלשים אלף וחמש מאות
Deuteronomy, 1, 14, 3737, ותענו אתי ותאמרו טוב־הדבר אשר־דברת לעשות
Deuteronomy, 1, 2, 3738, אחד עשר יום מחרב דרך הר־שעיר עד קדש ברנע
Genesis, 43, 19, 3741, ויגשו אל־האיש אשר על־בית יוסף וידברו אליו פתח הבית
Exodus, 10, 9, 3741, ויאמר משה בנערינו ובזקנינו נלך בבנינו ובבנותנו בצאננו ובבקרנו נלך כי חג־יהוה לנו
Genesis, 32, 27, 3743, ויאמר שלחני כי עלה השחר ויאמר לא אשלחך כי אם־ברכתני
Numbers, 15, 31, 3745, כי דבר־יהוה בזה ואת־מצותו הפר הכרת תכרת הנפש ההוא עונה בה
Genesis, 15, 15, 3746, ואתה תבוא אל־אבתיך בשלום תקבר בשיבה טובה
Leviticus, 9, 14, 3746, וירחץ את־הקרב ואת־הכרעים ויקטר על־העלה המזבחה
Deuteronomy, 10, 9, 3746, על־כן לא־היה ללוי חלק ונחלה עם־אחיו יהוה הוא נחלתו כאשר דבר יהוה אלהיך לו
Exodus, 24, 6, 3750, ויקח משה חצי הדם וישם באגנת וחצי הדם זרק על־המזבח
Exodus, 39, 36, 3751, את־השלחן את־כל־כליו ואת לחם הפנים
Genesis, 37, 20, 3752, ועתה לכו ונהרגהו ונשלכהו באחד הברות ואמרנו חיה רעה אכלתהו ונראה מה־יהיו חלמתיו
Exodus, 24, 13, 3752, ויקם משה ויהושע משרתו ויעל משה אל־הר האלהים
Numbers, 25, 5, 3752, ויאמר משה אל־שפטי ישראל הרגו איש אנשיו הנצמדים לבעל פעור
Deuteronomy, 29, 26, 3752, ויחר־אף יהוה בארץ ההוא להביא עליה את־כל־הקללה הכתובה בספר הזה
Leviticus, 7, 1, 3756, וזאת תורת האשם קדש קדשים הוא
Genesis, 5, 21, 3758, ויחי חנוך חמש וששים שנה ויולד את־מתושלח
Leviticus, 16, 6, 3758, והקריב אהרן את־פר החטאת אשר־לו וכפר בעדו ובעד ביתו
Numbers, 14, 40, 3758, וישכמו בבקר ויעלו אל־ראש־ההר לאמר הננו ועלינו אל־המקום אשר־אמר יהוה כי חטאנו
Exodus, 35, 3, 3759, לא־תבערו אש בכל משבתיכם ביום השבת
Exodus, 12, 43, 3762, ויאמר יהוה אל־משה ואהרן זאת חקת הפסח כל־בן־נכר לא־יאכל בו
Deuteronomy, 21, 3, 3765, והיה העיר הקרבה אל־החלל ולקחו זקני העיר ההוא עגלת בקר אשר לא־עבד בה אשר לא־משכה בעל
Leviticus, 13, 38, 3766, ואיש או־אשה כי־יהיה בעור־בשרם בהרת בהרת לבנת
Numbers, 8, 14, 3766, והבדלת את־הלוים מתוך בני ישראל והיו לי הלוים
Genesis, 25, 18, 3767, וישכנו מחוילה עד־שור אשר על־פני מצרים באכה אשורה על־פני כל־אחיו נפל
Leviticus, 4, 26, 3767, ואת־כל־חלבו יקטיר המזבחה כחלב זבח השלמים וכפר עליו הכהן מחטאתו ונסלח לו
Exodus, 29, 15, 3768, ואת־האיל האחד תקח וסמכו אהרן ובניו את־ידיהם על־ראש האיל
Exodus, 37, 22, 3770, כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור
Numbers, 31, 4, 3773, אלף למטה אלף למטה לכל מטות ישראל תשלחו לצבא
Numbers, 31, 17, 3773, ועתה הרגו כל־זכר בטף וכל־אשה ידעת איש למשכב זכר הרגו
Genesis, 20, 10, 3774, ויאמר אבימלך אל־אברהם מה ראית כי עשית את־הדבר הזה
Deuteronomy, 13, 9, 3779, לא־תאבה לו ולא תשמע אליו ולא־תחוס עינך עליו ולא־תחמל ולא־תכסה עליו
Exodus, 25, 36, 3780, כפתריהם וקנתם ממנה יהיו כלה מקשה אחת זהב טהור
Numbers, 10, 5, 3780, ותקעתם תרועה ונסעו המחנות החנים קדמה
Genesis, 24, 50, 3782, ויען לבן ובתואל ויאמרו מיהוה יצא הדבר לא נוכל דבר אליך רע או־טוב
Genesis, 43, 30, 3783, וימהר יוסף כי־נכמרו רחמיו אל־אחיו ויבקש לבכות ויבא החדרה ויבך שמה
Numbers, 20, 4, 3785, ולמה הבאתם את־קהל יהוה אל־המדבר הזה למות שם אנחנו ובעירנו
Numbers, 22, 16, 3791, ויבאו אל־בלעם ויאמרו לו כה אמר בלק בן־צפור אל־נא תמנע מהלך אלי
Exodus, 26, 30, 3796, והקמת את־המשכן כמשפטו אשר הראית בהר
Numbers, 26, 29, 3796, בני מנשה למכיר משפחת המכירי ומכיר הוליד את־גלעד לגלעד משפחת הגלעדי
Numbers, 35, 21, 3799, או באיבה הכהו בידו וימת מות־יומת המכה רצח הוא גאל הדם ימית את־הרצח בפגעו־בו
Exodus, 6, 11, 3800, בא דבר אל־פרעה מלך מצרים וישלח את־בני־ישראל מארצו
Exodus, 32, 21, 3800, ויאמר משה אל־אהרן מה־עשה לך העם הזה כי־הבאת עליו חטאה גדלה
Genesis, 42, 26, 3801, וישאו את־שברם על־חמריהם וילכו משם
Exodus, 40, 14, 3801, ואת־בניו תקריב והלבשת אתם כתנת
Genesis, 42, 1, 3802, וירא יעקב כי יש־שבר במצרים ויאמר יעקב לבניו למה תתראו
Exodus, 35, 17, 3802, את קלעי החצר את־עמדיו ואת־אדניה ואת מסך שער החצר
Numbers, 7, 66, 3802, ביום העשירי נשיא לבני דן אחיעזר בן־עמישדי
Genesis, 30, 22, 3804, ויזכר אלהים את־רחל וישמע אליה אלהים ויפתח את־רחמה
Genesis, 34, 19, 3807, ולא־אחר הנער לעשות הדבר כי חפץ בבת־יעקב והוא נכבד מכל בית אביו
Leviticus, 11, 7, 3807, ואת־החזיר כי־מפריס פרסה הוא ושסע שסע פרסה והוא גרה לא־יגר טמא הוא לכם
Numbers, 2, 2, 3810, איש על־דגלו באתת לבית אבתם יחנו בני ישראל מנגד סביב לאהל־מועד יחנו
Exodus, 16, 14, 3811, ותעל שכבת הטל והנה על־פני המדבר דק מחספס דק ככפר על־הארץ
Exodus, 39, 4, 3812, כתפת עשו־לו חברת על־שני קצוותו [קצותיו] חבר
Numbers, 35, 24, 3813, ושפטו העדה בין המכה ובין גאל הדם על המשפטים האלה
Genesis, 41, 13, 3814, ויהי כאשר פתר־לנו כן היה אתי השיב על־כני ואתו תלה
Genesis, 18, 12, 3817, ותצחק שרה בקרבה לאמר אחרי בלתי היתה־לי עדנה ואדני זקן
Leviticus, 23, 29, 3818, כי כל־הנפש אשר לא־תענה בעצם היום הזה ונכרתה מעמיה
Genesis, 47, 7, 3819, ויבא יוסף את־יעקב אביו ויעמדהו לפני פרעה ויברך יעקב את־פרעה
Genesis, 19, 20, 3822, הנה־נא העיר הזאת קרבה לנוס שמה והיא מצער אמלטה נא שמה הלא מצער הוא ותחי נפשי
Deuteronomy, 23, 13, 3823, ויד תהיה לך מחוץ למחנה ויצאת שמה חוץ
Genesis, 37, 1, 3824, וישב יעקב בארץ מגורי אביו בארץ כנען
